timestamp,near_month_expiry,near_month_open,near_month_high,near_month_low,near_month_close,near_month_volume,mid_month_expiry,mid_month_open,mid_month_high,mid_month_low,mid_month_close,mid_month_volume
2025-09-02 09:15:00,2025-08-28,23853.39,23854.8,23852.97,23854.79,25318,2025-09-25,23947.57,23951.31,23947.19,23950.55,3436
2025-09-02 09:16:00,2025-08-28,23856.23,23856.62,23856.0,23856.36,11039,2025-09-25,23956.42,23957.91,23953.76,23954.96,11720
2025-09-02 09:17:00,2025-08-28,23871.33,23873.69,23871.24,23873.63,11705,2025-09-25,23972.28,23974.71,23971.78,23972.3,10028
2025-09-02 09:18:00,2025-08-28,23897.55,23898.46,23897.02,23898.36,22857,2025-09-25,23997.76,23999.33,23996.19,23996.31,10537
2025-09-02 09:19:00,2025-08-28,23888.77,23889.04,23886.68,23887.09,4384,2025-09-25,23985.97,23987.67,23985.21,23987.56,6570
2025-09-02 09:20:00,2025-08-28,23899.39,23900.14,23898.73,23899.79,17572,2025-09-25,23998.66,23999.06,23998.49,23998.55,10290
2025-09-02 09:21:00,2025-08-28,23910.46,23910.65,23909.6,23910.35,9387,2025-09-25,24009.38,24009.55,24006.78,24007.23,4721
2025-09-02 09:22:00,2025-08-28,23923.85,23927.19,23923.8,23927.1,8317,2025-09-25,24030.07,24031.3,24022.26,24023.43,9500
2025-09-02 09:23:00,2025-08-28,23934.56,23935.27,23932.22,23933.72,27972,2025-09-25,24033.02,24033.1,24032.16,24032.59,2974
2025-09-02 09:24:00,2025-08-28,23903.21,23905.95,23903.13,23905.1,9594,2025-09-25,24006.19,24006.94,24004.81,24005.08,4724
2025-09-02 09:25:00,2025-08-28,23905.69,23906.33,23905.08,23905.41,25336,2025-09-25,24006.55,24006.9,24005.16,24005.58,6180
2025-09-02 09:26:00,2025-08-28,23888.76,23888.91,23885.14,23885.9,10766,2025-09-25,23980.84,23981.44,23979.79,23980.26,4884
2025-09-02 09:27:00,2025-08-28,23882.7,23883.59,23882.23,23883.1,18354,2025-09-25,23980.22,23981.96,23978.98,23981.96,5563
2025-09-02 09:28:00,2025-08-28,23897.36,23897.54,23895.85,23897.51,7369,2025-09-25,23996.07,23996.17,23995.43,23995.73,10111
2025-09-02 09:29:00,2025-08-28,23902.18,23902.48,23902.01,23902.24,14133,2025-09-25,24003.77,24003.86,24001.26,24002.54,4195
2025-09-02 09:30:00,2025-08-28,23919.09,23919.55,23918.3,23919.47,21482,2025-09-25,24010.8,24015.68,24010.68,24014.61,9325
2025-09-02 09:31:00,2025-08-28,23927.25,23927.55,23924.81,23925.71,7720,2025-09-25,24021.59,24025.75,24020.93,24024.95,2273
2025-09-02 09:32:00,2025-08-28,23904.26,23905.78,23903.73,23905.37,5089,2025-09-25,24007.51,24008.37,24003.92,24004.86,9540
2025-09-02 09:33:00,2025-08-28,23868.78,23869.29,23866.8,23868.03,19017,2025-09-25,23965.31,23966.76,23963.78,23964.26,9816
2025-09-02 09:34:00,2025-08-28,23869.08,23871.0,23868.73,23870.94,19033,2025-09-25,23969.08,23969.33,23966.97,23968.88,5717
2025-09-02 09:35:00,2025-08-28,23869.29,23869.4,23866.55,23867.21,18149,2025-09-25,23965.57,23967.69,23965.03,23967.27,9086
2025-09-02 09:36:00,2025-08-28,23851.35,23853.06,23851.29,23852.89,13572,2025-09-25,23951.57,23953.61,23951.11,23953.56,11108
2025-09-02 09:37:00,2025-08-28,23827.33,23828.1,23826.57,23827.93,25590,2025-09-25,23921.4,23922.72,23920.97,23922.1,9907
2025-09-02 09:38:00,2025-08-28,23816.51,23817.95,23816.48,23817.53,27814,2025-09-25,23911.51,23914.58,23911.37,23913.66,5599
2025-09-02 09:39:00,2025-08-28,23815.8,23816.03,23813.0,23814.41,6738,2025-09-25,23906.52,23911.14,23905.91,23910.95,6584
2025-09-02 09:40:00,2025-08-28,23822.23,23824.47,23822.06,23824.27,21901,2025-09-25,23918.9,23919.19,23918.01,23918.79,9683
2025-09-02 09:41:00,2025-08-28,23827.39,23829.33,23826.55,23828.81,13324,2025-09-25,23924.13,23925.96,23924.03,23925.39,4572
2025-09-02 09:42:00,2025-08-28,23853.14,23853.64,23852.57,23853.42,14691,2025-09-25,23951.44,23953.57,23950.63,23952.18,9940
2025-09-02 09:43:00,2025-08-28,23836.62,23837.93,23836.57,23836.99,5454,2025-09-25,23938.3,23938.69,23934.27,23935.04,4944
2025-09-02 09:44:00,2025-08-28,23850.75,23851.37,23849.05,23849.26,9517,2025-09-25,23942.96,23944.0,23941.95,23942.09,9962
2025-09-02 09:45:00,2025-08-28,23849.18,23849.92,23848.03,23849.72,15271,2025-09-25,23943.44,23946.36,23942.0,23946.34,2411
2025-09-02 09:46:00,2025-08-28,23860.35,23860.98,23858.9,23859.87,10282,2025-09-25,23959.06,23959.11,23955.9,23957.51,1966
2025-09-02 09:47:00,2025-08-28,23853.52,23854.33,23853.0,23853.62,15413,2025-09-25,23948.37,23949.53,23947.3,23949.06,11975
2025-09-02 09:48:00,2025-08-28,23867.38,23870.06,23867.34,23869.3,17613,2025-09-25,23963.1,23966.02,23962.33,23965.65,10629
2025-09-02 09:49:00,2025-08-28,23874.15,23874.29,23872.76,23873.72,21822,2025-09-25,23975.18,23975.46,23972.99,23973.38,10769
2025-09-02 09:50:00,2025-08-28,23863.55,23864.29,23863.3,23863.92,11464,2025-09-25,23959.18,23961.37,23958.27,23958.41,11488
2025-09-02 09:51:00,2025-08-28,23864.41,23864.69,23863.44,23863.68,9727,2025-09-25,23964.87,23966.17,23964.29,23964.45,6102
2025-09-02 09:52:00,2025-08-28,23860.68,23860.74,23859.73,23860.22,20350,2025-09-25,23947.55,23950.02,23946.94,23949.32,4511
2025-09-02 09:53:00,2025-08-28,23868.19,23868.83,23867.27,23867.5,10346,2025-09-25,23965.03,23968.04,23964.2,23967.2,2865
2025-09-02 09:54:00,2025-08-28,23848.06,23850.48,23846.81,23850.19,4100,2025-09-25,23949.98,23952.02,23948.92,23950.35,6762
2025-09-02 09:55:00,2025-08-28,23850.72,23851.47,23850.61,23850.8,27682,2025-09-25,23946.53,23947.26,23943.91,23945.11,3810
2025-09-02 09:56:00,2025-08-28,23855.09,23856.53,23854.67,23856.22,14563,2025-09-25,23948.14,23949.15,23947.59,23949.05,11323
2025-09-02 09:57:00,2025-08-28,23854.9,23856.28,23854.55,23856.28,22535,2025-09-25,23958.49,23959.46,23956.2,23957.12,1542
