timestamp,near_month_expiry,near_month_open,near_month_high,near_month_low,near_month_close,near_month_volume,mid_month_expiry,mid_month_open,mid_month_high,mid_month_low,mid_month_close,mid_month_volume
2025-08-27 09:15:00,2025-08-28,23781.03,23782.3,23780.49,23781.99,13903,2025-09-25,23898.52,23899.78,23897.6,23897.87,6089
2025-08-27 09:16:00,2025-08-28,23747.79,23748.04,23746.31,23746.89,20117,2025-09-25,23858.87,23861.75,23858.5,23860.93,9439
2025-08-27 09:17:00,2025-08-28,23725.48,23727.89,23725.07,23726.92,13121,2025-09-25,23842.94,23844.4,23842.49,23844.08,11975
2025-08-27 09:18:00,2025-08-28,23710.77,23710.86,23710.54,23710.71,15963,2025-09-25,23827.49,23828.86,23827.03,23827.37,3184
2025-08-27 09:19:00,2025-08-28,23695.41,23695.77,23693.11,23693.37,4153,2025-09-25,23809.76,23813.02,23808.56,23811.69,3625
2025-08-27 09:20:00,2025-08-28,23664.04,23664.96,23663.91,23664.54,20586,2025-09-25,23778.89,23781.7,23778.36,23780.32,7164
2025-08-27 09:21:00,2025-08-28,23674.69,23674.7,23673.44,23674.21,12107,2025-09-25,23793.21,23793.66,23790.53,23791.86,6554
2025-08-27 09:22:00,2025-08-28,23668.46,23669.18,23667.63,23668.81,24114,2025-09-25,23788.55,23789.79,23787.09,23788.32,7501
2025-08-27 09:23:00,2025-08-28,23674.78,23675.75,23673.67,23675.58,5394,2025-09-25,23785.0,23786.7,23783.98,23786.38,2015
2025-08-27 09:24:00,2025-08-28,23687.39,23687.65,23687.37,23687.5,15569,2025-09-25,23802.34,23802.68,23802.06,23802.33,5744
2025-08-27 09:25:00,2025-08-28,23691.39,23691.81,23690.32,23690.88,24412,2025-09-25,23808.52,23808.66,23805.62,23806.37,7621
2025-08-27 09:26:00,2025-08-28,23700.8,23701.39,23698.97,23699.67,22164,2025-09-25,23824.85,23825.46,23818.02,23819.84,7644
2025-08-27 09:27:00,2025-08-28,23698.38,23699.83,23697.92,23699.53,12286,2025-09-25,23820.95,23821.75,23817.88,23818.13,8402
2025-08-27 09:28:00,2025-08-28,23681.53,23681.86,23680.77,23680.87,18914,2025-09-25,23800.46,23801.38,23800.36,23800.94,9062
2025-08-27 09:29:00,2025-08-28,23698.74,23699.25,23697.77,23697.98,8541,2025-09-25,23813.18,23814.04,23813.11,23813.85,8236
2025-08-27 09:30:00,2025-08-28,23690.75,23691.39,23689.02,23689.18,10851,2025-09-25,23809.4,23810.2,23807.53,23808.89,9797
2025-08-27 09:31:00,2025-08-28,23677.56,23677.78,23675.57,23676.53,23164,2025-09-25,23793.65,23793.71,23792.5,23793.2,8059
2025-08-27 09:32:00,2025-08-28,23673.54,23673.71,23671.04,23671.2,26720,2025-09-25,23790.29,23791.63,23788.62,23788.64,7143
2025-08-27 09:33:00,2025-08-28,23656.18,23657.84,23655.25,23656.66,4603,2025-09-25,23774.28,23774.56,23772.96,23774.21,7865
2025-08-27 09:34:00,2025-08-28,23648.33,23650.4,23647.94,23650.06,22664,2025-09-25,23767.05,23767.36,23765.26,23765.64,2562
2025-08-27 09:35:00,2025-08-28,23655.08,23655.8,23653.65,23655.22,6510,2025-09-25,23772.92,23774.2,23771.7,23774.06,4368
2025-08-27 09:36:00,2025-08-28,23661.09,23662.04,23660.15,23661.97,24261,2025-09-25,23781.2,23781.98,23778.8,23779.4,7037
2025-08-27 09:37:00,2025-08-28,23644.11,23645.66,23641.8,23645.23,27434,2025-09-25,23760.88,23761.74,23759.34,23760.69,10666
2025-08-27 09:38:00,2025-08-28,23642.17,23642.47,23639.21,23639.63,17316,2025-09-25,23758.46,23759.66,23755.49,23756.67,8630
2025-08-27 09:39:00,2025-08-28,23656.01,23656.53,23655.74,23656.42,11944,2025-09-25,23774.39,23774.5,23773.42,23773.75,2449
2025-08-27 09:40:00,2025-08-28,23664.37,23664.84,23664.17,23664.37,13569,2025-09-25,23779.26,23780.65,23779.23,23780.55,7718
