timestamp,near_month_expiry,near_month_open,near_month_high,near_month_low,near_month_close,near_month_volume,mid_month_expiry,mid_month_open,mid_month_high,mid_month_low,mid_month_close,mid_month_volume
2025-08-22 09:15:00,2025-08-28,24231.67,24232.03,24230.92,24231.98,27493,2025-09-25,24349.26,24352.05,24348.03,24351.94,1548
2025-08-22 09:16:00,2025-08-28,24233.0,24233.46,24232.67,24232.91,18798,2025-09-25,24353.59,24355.1,24353.16,24353.55,1904
2025-08-22 09:17:00,2025-08-28,24238.56,24239.41,24238.46,24238.56,26456,2025-09-25,24358.42,24359.36,24357.52,24358.59,8644
2025-08-22 09:18:00,2025-08-28,24266.81,24266.9,24263.13,24264.27,25922,2025-09-25,24378.57,24379.36,24378.39,24379.31,7408
2025-08-22 09:19:00,2025-08-28,24257.6,24258.76,24256.68,24258.74,5998,2025-09-25,24380.32,24380.74,24377.94,24378.29,1778
2025-08-22 09:20:00,2025-08-28,24255.14,24257.3,24254.05,24256.6,12053,2025-09-25,24374.11,24375.6,24371.01,24372.13,9306
2025-08-22 09:21:00,2025-08-28,24275.21,24278.85,24275.0,24278.58,7624,2025-09-25,24398.93,24400.13,24398.62,24399.41,10447
2025-08-22 09:22:00,2025-08-28,24288.8,24291.37,24288.19,24290.49,9747,2025-09-25,24406.34,24409.89,24406.12,24408.68,6712
2025-08-22 09:23:00,2025-08-28,24283.73,24284.1,24282.07,24282.09,8873,2025-09-25,24402.4,24403.31,24400.56,24403.19,6390
2025-08-22 09:24:00,2025-08-28,24288.95,24289.93,24287.05,24288.16,14852,2025-09-25,24413.68,24414.96,24412.71,24414.54,1557
2025-08-22 09:25:00,2025-08-28,24284.62,24284.91,24283.87,24284.1,17627,2025-09-25,24401.32,24401.87,24400.45,24401.66,9759
2025-08-22 09:26:00,2025-08-28,24278.16,24281.58,24277.66,24280.82,26470,2025-09-25,24394.8,24396.58,24394.48,24396.32,4972
2025-08-22 09:27:00,2025-08-28,24279.06,24280.01,24278.86,24279.51,25134,2025-09-25,24400.15,24400.7,24399.75,24400.3,10727
2025-08-22 09:28:00,2025-08-28,24253.86,24254.26,24252.92,24253.43,27721,2025-09-25,24375.76,24376.71,24373.47,24373.62,5417
2025-08-22 09:29:00,2025-08-28,24224.0,24224.53,24223.88,24224.13,24421,2025-09-25,24350.78,24351.68,24347.63,24348.74,7433
2025-08-22 09:30:00,2025-08-28,24217.98,24218.14,24216.86,24217.63,5398,2025-09-25,24340.41,24341.92,24339.4,24339.74,4338
2025-08-22 09:31:00,2025-08-28,24206.14,24206.31,24203.74,24204.52,20129,2025-09-25,24327.71,24328.28,24324.81,24325.55,3186
2025-08-22 09:32:00,2025-08-28,24211.18,24212.1,24210.86,24211.05,14433,2025-09-25,24331.36,24332.85,24330.73,24331.96,9636
2025-08-22 09:33:00,2025-08-28,24193.24,24193.63,24192.6,24193.27,7594,2025-09-25,24314.91,24315.08,24313.79,24314.42,6714
2025-08-22 09:34:00,2025-08-28,24175.21,24176.13,24174.68,24174.81,9156,2025-09-25,24299.14,24299.98,24298.83,24299.79,7133
2025-08-22 09:35:00,2025-08-28,24194.93,24195.46,24192.78,24193.18,9777,2025-09-25,24316.65,24317.59,24312.95,24314.07,11636
2025-08-22 09:36:00,2025-08-28,24190.62,24192.68,24190.11,24192.68,5840,2025-09-25,24316.41,24317.14,24315.14,24315.19,11617
2025-08-22 09:37:00,2025-08-28,24192.24,24192.86,24191.35,24192.31,23004,2025-09-25,24314.1,24316.08,24313.22,24315.67,10484
2025-08-22 09:38:00,2025-08-28,24173.68,24173.74,24172.6,24172.71,24436,2025-09-25,24290.02,24292.14,24288.76,24291.52,3469
2025-08-22 09:39:00,2025-08-28,24162.88,24163.49,24162.57,24163.19,26346,2025-09-25,24282.91,24283.61,24279.88,24280.73,7739
2025-08-22 09:40:00,2025-08-28,24164.57,24167.15,24164.26,24165.86,27091,2025-09-25,24290.56,24292.23,24287.63,24288.08,10720
2025-08-22 09:41:00,2025-08-28,24151.67,24152.09,24150.12,24150.14,17910,2025-09-25,24269.51,24270.23,24268.3,24268.45,5431
2025-08-22 09:42:00,2025-08-28,24156.3,24157.45,24153.61,24153.76,6814,2025-09-25,24275.26,24279.05,24275.22,24277.84,2561
2025-08-22 09:43:00,2025-08-28,24147.16,24148.35,24146.9,24146.92,13353,2025-09-25,24269.45,24269.86,24268.94,24269.8,10015
2025-08-22 09:44:00,2025-08-28,24138.65,24141.09,24137.71,24140.42,16128,2025-09-25,24256.53,24260.92,24256.12,24260.65,6558
2025-08-22 09:45:00,2025-08-28,24128.0,24132.48,24127.75,24131.88,9866,2025-09-25,24253.14,24254.3,24249.65,24250.43,7426
2025-08-22 09:46:00,2025-08-28,24159.21,24159.72,24159.1,24159.68,19313,2025-09-25,24280.76,24281.51,24276.22,24277.74,11812
2025-08-22 09:47:00,2025-08-28,24160.27,24160.95,24158.6,24158.95,21506,2025-09-25,24276.29,24280.34,24276.17,24280.34,7875
2025-08-22 09:48:00,2025-08-28,24142.51,24143.85,24142.32,24143.59,25841,2025-09-25,24266.73,24268.01,24263.8,24265.05,5962
2025-08-22 09:49:00,2025-08-28,24158.91,24160.11,24156.28,24157.02,26438,2025-09-25,24269.82,24271.08,24267.69,24268.39,5384
2025-08-22 09:50:00,2025-08-28,24140.12,24140.3,24139.63,24139.86,7066,2025-09-25,24260.22,24263.11,24259.22,24263.05,5885
2025-08-22 09:51:00,2025-08-28,24139.31,24139.86,24137.71,24138.34,7090,2025-09-25,24262.01,24262.07,24257.78,24259.17,2743
2025-08-22 09:52:00,2025-08-28,24111.03,24111.89,24110.52,24111.63,25149,2025-09-25,24231.87,24232.09,24230.25,24231.77,9844
2025-08-22 09:53:00,2025-08-28,24093.75,24094.06,24092.11,24092.28,9309,2025-09-25,24212.1,24213.16,24211.36,24213.12,10296
2025-08-22 09:54:00,2025-08-28,24094.77,24095.08,24094.34,24094.78,5653,2025-09-25,24213.21,24214.54,24213.13,24214.36,4486
2025-08-22 09:55:00,2025-08-28,24106.3,24106.83,24106.3,24106.71,20946,2025-09-25,24225.48,24226.84,24224.52,24225.31,4689
2025-08-22 09:56:00,2025-08-28,24109.14,24109.31,24108.47,24108.69,21532,2025-09-25,24222.93,24225.16,24222.49,24224.94,10680
2025-08-22 09:57:00,2025-08-28,24106.48,24106.63,24105.15,24106.14,5585,2025-09-25,24229.69,24230.89,24229.14,24230.7,1751
2025-08-22 09:58:00,2025-08-28,24100.86,24102.24,24100.36,24101.57,26560,2025-09-25,24218.97,24221.74,24218.67,24221.27,6964
2025-08-22 09:59:00,2025-08-28,24082.36,24082.74,24080.29,24080.81,16155,2025-09-25,24203.74,24204.8,24203.58,24204.25,6368
2025-08-22 10:00:00,2025-08-28,24069.14,24070.85,24068.54,24070.06,14406,2025-09-25,24189.08,24189.51,24188.38,24188.5,8746
2025-08-22 10:01:00,2025-08-28,24061.5,24062.77,24061.39,24061.89,17913,2025-09-25,24183.64,24184.37,24183.07,24183.73,3215
2025-08-22 10:02:00,2025-08-28,24080.33,24080.7,24079.14,24079.99,19039,2025-09-25,24203.52,24205.08,24201.75,24202.28,8517
2025-08-22 10:03:00,2025-08-28,24084.41,24085.91,24084.12,24085.47,6726,2025-09-25,24199.07,24200.79,24198.38,24200.6,5455
2025-08-22 10:04:00,2025-08-28,24059.04,24060.44,24058.99,24060.05,22972,2025-09-25,24178.54,24178.92,24176.15,24176.17,7996
2025-08-22 10:05:00,2025-08-28,24064.14,24064.55,24063.41,24063.82,7272,2025-09-25,24179.33,24182.35,24178.59,24182.05,1920
2025-08-22 10:06:00,2025-08-28,24057.24,24058.26,24056.08,24056.58,17949,2025-09-25,24173.28,24173.7,24172.85,24173.43,6348
2025-08-22 10:07:00,2025-08-28,24046.89,24047.22,24046.0,24046.48,27065,2025-09-25,24164.53,24167.13,24164.5,24167.12,6983
2025-08-22 10:08:00,2025-08-28,24055.15,24056.31,24054.13,24055.49,26355,2025-09-25,24176.48,24176.69,24173.52,24173.55,3750
2025-08-22 10:09:00,2025-08-28,24068.87,24069.6,24068.63,24069.47,14736,2025-09-25,24187.19,24190.55,24186.26,24189.07,2966
2025-08-22 10:10:00,2025-08-28,24083.36,24084.88,24081.86,24084.64,17781,2025-09-25,24206.31,24206.84,24204.18,24205.07,3478
2025-08-22 10:11:00,2025-08-28,24070.28,24071.43,24069.89,24070.7,15814,2025-09-25,24195.55,24196.18,24193.3,24193.9,5113
2025-08-22 10:12:00,2025-08-28,24072.3,24072.49,24070.67,24071.07,8457,2025-09-25,24187.39,24187.51,24184.15,24185.87,2516
2025-08-22 10:13:00,2025-08-28,24072.93,24073.69,24072.32,24072.77,16289,2025-09-25,24187.86,24193.44,24187.63,24193.21,11446
2025-08-22 10:14:00,2025-08-28,24084.97,24086.48,24084.74,24086.2,8769,2025-09-25,24209.12,24209.27,24206.56,24208.02,5752
2025-08-22 10:15:00,2025-08-28,24080.49,24080.84,24079.54,24080.19,9390,2025-09-25,24198.32,24198.63,24195.1,24196.97,9994
2025-08-22 10:16:00,2025-08-28,24077.78,24077.9,24076.14,24077.14,13957,2025-09-25,24197.3,24197.44,24195.1,24195.6,11731
2025-08-22 10:17:00,2025-08-28,24062.75,24063.0,24061.03,24061.82,9884,2025-09-25,24179.15,24180.41,24178.89,24180.22,2347
2025-08-22 10:18:00,2025-08-28,24044.69,24045.29,24044.02,24045.03,17980,2025-09-25,24162.88,24165.6,24162.01,24165.0,8342
2025-08-22 10:19:00,2025-08-28,24053.72,24054.65,24053.6,24054.6,27777,2025-09-25,24173.46,24173.66,24173.35,24173.56,10649
2025-08-22 10:20:00,2025-08-28,24073.36,24073.81,24072.47,24073.27,25220,2025-09-25,24196.39,24197.75,24195.95,24196.7,8159
2025-08-22 10:21:00,2025-08-28,24071.99,24072.95,24070.75,24070.88,12635,2025-09-25,24195.35,24196.48,24194.84,24195.13,6004
2025-08-22 10:22:00,2025-08-28,24088.8,24089.39,24087.58,24088.11,7209,2025-09-25,24203.22,24207.01,24203.13,24206.22,6026
2025-08-22 10:23:00,2025-08-28,24092.66,24094.23,24092.53,24093.55,12746,2025-09-25,24212.4,24214.17,24212.4,24213.31,1876
2025-08-22 10:24:00,2025-08-28,24084.06,24086.07,24083.19,24084.77,8907,2025-09-25,24206.74,24208.42,24206.43,24207.08,7113
2025-08-22 10:25:00,2025-08-28,24087.74,24089.04,24087.4,24088.63,12864,2025-09-25,24209.17,24211.33,24208.23,24210.68,11932
2025-08-22 10:26:00,2025-08-28,24111.09,24111.29,24109.7,24109.88,15484,2025-09-25,24228.72,24229.08,24225.25,24226.43,11566
2025-08-22 10:27:00,2025-08-28,24108.89,24110.87,24108.5,24110.83,19857,2025-09-25,24226.55,24228.72,24226.11,24228.56,1924
2025-08-22 10:28:00,2025-08-28,24133.08,24134.12,24130.89,24131.21,8882,2025-09-25,24251.66,24252.0,24249.0,24250.06,8910
2025-08-22 10:29:00,2025-08-28,24094.68,24095.69,24094.39,24094.73,17082,2025-09-25,24210.05,24215.61,24210.0,24215.35,4668
2025-08-22 10:30:00,2025-08-28,24107.58,24107.69,24106.5,24106.84,16530,2025-09-25,24222.83,24225.34,24222.53,24225.18,10981
2025-08-22 10:31:00,2025-08-28,24106.57,24107.69,24105.98,24106.29,13328,2025-09-25,24226.66,24227.09,24225.29,24225.44,1973
2025-08-22 10:32:00,2025-08-28,24102.52,24102.75,24101.29,24101.36,11463,2025-09-25,24221.36,24221.75,24220.95,24221.3,11326
2025-08-22 10:33:00,2025-08-28,24105.67,24105.7,24104.12,24104.51,22282,2025-09-25,24228.16,24228.41,24226.57,24227.42,10293
2025-08-22 10:34:00,2025-08-28,24075.84,24077.73,24074.89,24077.14,25878,2025-09-25,24191.9,24193.48,24191.61,24193.16,2733
2025-08-22 10:35:00,2025-08-28,24072.66,24074.98,24072.34,24074.27,10784,2025-09-25,24191.16,24193.04,24190.23,24192.89,2128
2025-08-22 10:36:00,2025-08-28,24081.44,24081.98,24079.4,24079.82,4113,2025-09-25,24196.36,24196.63,24193.21,24194.23,10264
2025-08-22 10:37:00,2025-08-28,24099.79,24101.77,24099.17,24100.28,26486,2025-09-25,24216.56,24219.65,24216.24,24218.76,3135
2025-08-22 10:38:00,2025-08-28,24093.25,24093.83,24089.91,24091.08,21332,2025-09-25,24215.36,24217.25,24211.15,24212.97,7116
2025-08-22 10:39:00,2025-08-28,24081.0,24081.07,24079.3,24079.84,5661,2025-09-25,24196.13,24196.59,24195.18,24196.32,11115
2025-08-22 10:40:00,2025-08-28,24072.35,24072.91,24071.52,24071.74,24909,2025-09-25,24194.25,24194.39,24191.08,24193.78,7458
2025-08-22 10:41:00,2025-08-28,24084.24,24085.33,24083.64,24084.71,20989,2025-09-25,24206.42,24207.7,24205.76,24207.26,5670
2025-08-22 10:42:00,2025-08-28,24087.13,24087.84,24086.92,24087.47,23028,2025-09-25,24209.14,24210.33,24207.61,24209.65,6172
2025-08-22 10:43:00,2025-08-28,24084.93,24085.85,24084.53,24084.98,27740,2025-09-25,24205.11,24205.21,24202.39,24203.48,2162
2025-08-22 10:44:00,2025-08-28,24088.88,24090.6,24088.28,24089.59,8131,2025-09-25,24211.66,24211.73,24210.24,24210.78,11671
2025-08-22 10:45:00,2025-08-28,24093.18,24093.26,24091.46,24091.85,10930,2025-09-25,24214.24,24214.55,24211.51,24212.25,4761
2025-08-22 10:46:00,2025-08-28,24102.53,24106.18,24100.9,24104.52,22990,2025-09-25,24226.35,24227.55,24224.59,24224.8,3488
2025-08-22 10:47:00,2025-08-28,24093.99,24094.79,24093.93,24094.7,16324,2025-09-25,24215.81,24215.96,24214.41,24215.46,4503
2025-08-22 10:48:00,2025-08-28,24090.07,24090.75,24089.71,24089.92,8750,2025-09-25,24209.87,24210.44,24208.83,24210.26,11625
2025-08-22 10:49:00,2025-08-28,24083.87,24084.14,24083.1,24083.99,8797,2025-09-25,24206.84,24206.92,24203.92,24204.61,2490
2025-08-22 10:50:00,2025-08-28,24064.63,24064.63,24063.61,24063.89,20174,2025-09-25,24177.06,24182.82,24176.62,24181.97,10606
2025-08-22 10:51:00,2025-08-28,24064.57,24067.03,24064.4,24066.21,7059,2025-09-25,24187.4,24188.05,24185.95,24186.83,8932
