timestamp,near_month_expiry,near_month_open,near_month_high,near_month_low,near_month_close,near_month_volume,mid_month_expiry,mid_month_open,mid_month_high,mid_month_low,mid_month_close,mid_month_volume
2025-08-26 09:15:00,2025-08-28,24230.93,24232.12,24230.61,24231.69,5100,2025-09-25,24354.65,24355.47,24352.89,24353.61,2452
2025-08-26 09:16:00,2025-08-28,24221.14,24223.0,24220.85,24222.27,17146,2025-09-25,24340.82,24340.84,24339.61,24339.86,5948
2025-08-26 09:17:00,2025-08-28,24154.17,24155.71,24154.16,24155.66,4201,2025-09-25,24272.91,24273.59,24272.74,24273.05,11266
2025-08-26 09:18:00,2025-08-28,24125.42,24126.82,24123.02,24123.23,21528,2025-09-25,24242.41,24242.58,24241.54,24242.26,6775
2025-08-26 09:19:00,2025-08-28,24099.85,24101.23,24099.74,24100.91,27687,2025-09-25,24221.45,24222.48,24220.67,24220.74,11696
2025-08-26 09:20:00,2025-08-28,24157.42,24158.16,24156.08,24157.6,27374,2025-09-25,24270.97,24273.09,24270.88,24271.94,4217
2025-08-26 09:21:00,2025-08-28,24165.7,24168.32,24165.33,24167.32,25141,2025-09-25,24283.86,24286.76,24282.68,24286.01,6797
2025-08-26 09:22:00,2025-08-28,24117.69,24118.91,24117.49,24118.83,21424,2025-09-25,24237.96,24241.0,24236.78,24240.71,10525
2025-08-26 09:23:00,2025-08-28,24121.71,24123.31,24121.22,24123.03,7919,2025-09-25,24249.58,24250.07,24246.88,24248.04,6206
2025-08-26 09:24:00,2025-08-28,24072.53,24073.54,24071.37,24071.59,7093,2025-09-25,24190.73,24191.15,24188.46,24189.58,4434
2025-08-26 09:25:00,2025-08-28,24097.45,24098.92,24096.34,24097.21,13924,2025-09-25,24211.99,24216.28,24211.94,24214.55,10482
2025-08-26 09:26:00,2025-08-28,24078.98,24080.51,24077.45,24077.92,24703,2025-09-25,24193.77,24197.12,24192.59,24195.96,5593
2025-08-26 09:27:00,2025-08-28,24071.9,24072.84,24070.12,24070.35,11900,2025-09-25,24185.79,24186.25,24183.48,24184.08,7072
2025-08-26 09:28:00,2025-08-28,24099.04,24099.99,24098.72,24099.86,25884,2025-09-25,24222.44,24222.61,24219.96,24221.59,11753
2025-08-26 09:29:00,2025-08-28,24055.7,24056.55,24053.66,24055.0,9442,2025-09-25,24172.67,24173.21,24172.37,24172.93,3458
2025-08-26 09:30:00,2025-08-28,24004.49,24007.76,24004.41,24006.51,20962,2025-09-25,24130.75,24131.74,24129.76,24130.25,4664
2025-08-26 09:31:00,2025-08-28,23981.76,23983.03,23980.89,23982.17,8794,2025-09-25,24106.21,24106.6,24103.57,24104.72,1826
2025-08-26 09:32:00,2025-08-28,24007.45,24007.82,24006.71,24007.12,13677,2025-09-25,24129.41,24130.07,24125.82,24127.41,5614
2025-08-26 09:33:00,2025-08-28,23953.49,23953.69,23952.69,23952.83,17513,2025-09-25,24071.37,24072.24,24069.94,24071.23,3601
2025-08-26 09:34:00,2025-08-28,23861.94,23862.69,23861.26,23862.57,21144,2025-09-25,23984.31,23985.24,23983.41,23983.56,8640
2025-08-26 09:35:00,2025-08-28,23839.38,23839.62,23837.8,23838.71,15096,2025-09-25,23963.17,23965.11,23961.99,23964.27,3403
2025-08-26 09:36:00,2025-08-28,23852.13,23852.51,23850.86,23850.88,16166,2025-09-25,23970.9,23970.93,23970.64,23970.71,8585
2025-08-26 09:37:00,2025-08-28,23879.96,23881.03,23879.87,23880.88,12945,2025-09-25,23996.42,23996.68,23995.29,23995.98,4266
2025-08-26 09:38:00,2025-08-28,23859.81,23859.92,23859.18,23859.8,16156,2025-09-25,23979.42,23980.54,23976.63,23978.71,5229
2025-08-26 09:39:00,2025-08-28,23840.43,23840.74,23839.54,23839.81,13612,2025-09-25,23959.69,23959.88,23958.99,23959.04,5163
2025-08-26 09:40:00,2025-08-28,23870.83,23870.84,23868.92,23869.56,11283,2025-09-25,23989.59,23990.4,23988.32,23989.63,9025
2025-08-26 09:41:00,2025-08-28,23804.81,23804.96,23803.46,23804.09,15045,2025-09-25,23926.06,23928.31,23925.71,23927.65,6398
2025-08-26 09:42:00,2025-08-28,23789.56,23790.21,23789.03,23789.73,19674,2025-09-25,23904.86,23904.97,23903.68,23904.32,5293
2025-08-26 09:43:00,2025-08-28,23789.42,23790.39,23788.42,23788.64,6424,2025-09-25,23902.59,23904.99,23902.07,23904.09,10452
2025-08-26 09:44:00,2025-08-28,23794.3,23795.41,23794.09,23794.77,5336,2025-09-25,23912.53,23912.7,23911.25,23912.33,7505
2025-08-26 09:45:00,2025-08-28,23771.56,23772.11,23770.6,23771.55,10379,2025-09-25,23891.77,23893.0,23891.57,23892.33,3745
2025-08-26 09:46:00,2025-08-28,23767.15,23767.15,23765.89,23766.6,5006,2025-09-25,23883.43,23887.31,23883.33,23885.9,10950
2025-08-26 09:47:00,2025-08-28,23687.05,23687.42,23685.12,23685.69,14300,2025-09-25,23808.11,23810.03,23807.24,23809.22,5097
2025-08-26 09:48:00,2025-08-28,23659.48,23660.67,23659.33,23659.79,21789,2025-09-25,23777.38,23778.84,23777.32,23778.51,1909
2025-08-26 09:49:00,2025-08-28,23666.09,23667.28,23665.56,23666.77,17549,2025-09-25,23780.75,23783.26,23779.18,23781.86,6693
2025-08-26 09:50:00,2025-08-28,23628.22,23628.54,23628.17,23628.2,17282,2025-09-25,23752.49,23752.55,23750.75,23751.59,2801
2025-08-26 09:51:00,2025-08-28,23626.66,23626.96,23625.48,23625.92,26860,2025-09-25,23745.86,23747.94,23745.54,23746.97,4003
2025-08-26 09:52:00,2025-08-28,23631.36,23632.61,23630.81,23631.48,20282,2025-09-25,23751.81,23751.83,23750.15,23751.28,9344
2025-08-26 09:53:00,2025-08-28,23613.74,23615.16,23613.71,23615.15,12255,2025-09-25,23739.24,23739.77,23734.99,23735.39,2872
2025-08-26 09:54:00,2025-08-28,23614.4,23615.23,23612.7,23612.82,11120,2025-09-25,23739.45,23740.42,23737.21,23737.68,9972
2025-08-26 09:55:00,2025-08-28,23577.11,23578.57,23575.96,23577.65,25755,2025-09-25,23693.97,23695.58,23692.94,23695.06,11337
2025-08-26 09:56:00,2025-08-28,23564.39,23565.21,23563.67,23565.05,9431,2025-09-25,23681.65,23682.46,23677.94,23678.93,7868
