timestamp,near_month_expiry,near_month_open,near_month_high,near_month_low,near_month_close,near_month_volume,mid_month_expiry,mid_month_open,mid_month_high,mid_month_low,mid_month_close,mid_month_volume
2025-08-25 09:15:00,2025-08-28,24206.99,24207.76,24206.6,24206.67,16123,2025-09-25,24325.56,24328.29,24325.22,24328.13,7617
2025-08-25 09:16:00,2025-08-28,24219.44,24220.25,24218.26,24218.79,24584,2025-09-25,24342.33,24342.46,24340.14,24341.04,5648
2025-08-25 09:17:00,2025-08-28,24212.26,24213.03,24212.17,24212.83,23971,2025-09-25,24327.26,24331.6,24326.9,24330.39,9762
2025-08-25 09:18:00,2025-08-28,24196.84,24198.04,24196.07,24197.52,27064,2025-09-25,24324.8,24325.88,24324.22,24325.58,11088
2025-08-25 09:19:00,2025-08-28,24200.1,24200.44,24198.97,24199.35,23156,2025-09-25,24318.65,24319.35,24314.07,24315.44,4090
2025-08-25 09:20:00,2025-08-28,24198.74,24199.21,24197.06,24197.66,22583,2025-09-25,24315.94,24317.82,24313.47,24317.53,9233
2025-08-25 09:21:00,2025-08-28,24191.14,24191.81,24189.16,24189.81,10948,2025-09-25,24308.84,24309.67,24306.46,24308.14,8618
2025-08-25 09:22:00,2025-08-28,24200.96,24201.42,24199.86,24200.76,10071,2025-09-25,24321.25,24322.52,24319.83,24322.19,6992
2025-08-25 09:23:00,2025-08-28,24213.43,24213.53,24211.69,24212.82,23121,2025-09-25,24336.24,24336.54,24335.6,24336.15,3479
2025-08-25 09:24:00,2025-08-28,24213.25,24215.53,24213.07,24214.28,12086,2025-09-25,24336.36,24338.32,24336.3,24337.45,9849
2025-08-25 09:25:00,2025-08-28,24235.7,24236.17,24234.6,24235.87,14890,2025-09-25,24361.36,24362.37,24358.31,24358.35,11586
2025-08-25 09:26:00,2025-08-28,24220.64,24220.95,24218.66,24219.02,4191,2025-09-25,24335.0,24335.34,24333.14,24333.7,9079
2025-08-25 09:27:00,2025-08-28,24219.75,24220.49,24217.91,24217.93,23540,2025-09-25,24333.18,24336.4,24333.05,24336.01,11137
2025-08-25 09:28:00,2025-08-28,24208.54,24208.57,24207.07,24208.16,7762,2025-09-25,24329.51,24332.19,24328.78,24331.11,11833
