timestamp,open,high,low,close,volume
2025-09-02 09:15:00,23855.0,23855.09,23854.41,23854.79,236699
2025-09-02 09:16:00,23855.49,23856.64,23854.93,23856.36,137969
2025-09-02 09:17:00,23853.48,23875.59,23845.92,23873.63,220245
2025-09-02 09:18:00,23873.53,23897.54,23871.82,23897.12,154425
2025-09-02 09:19:00,23896.0,23897.54,23886.16,23887.09,279572
2025-09-02 09:20:00,23887.72,23900.13,23885.01,23898.98,314871
2025-09-02 09:21:00,23897.44,23912.58,23896.89,23910.35,268859
2025-09-02 09:22:00,23908.39,23927.58,23908.05,23926.28,60399
2025-09-02 09:23:00,23922.32,23933.96,23921.52,23933.72,377453
2025-09-02 09:24:00,23936.06,23941.05,23892.46,23905.1,67605
2025-09-02 09:25:00,23904.34,23904.5,23902.8,23902.88,379815
2025-09-02 09:26:00,23903.18,23904.37,23882.92,23885.9,70167
2025-09-02 09:27:00,23885.9,23886.42,23882.82,23882.99,225267
2025-09-02 09:28:00,23880.95,23899.44,23878.37,23897.51,93910
2025-09-02 09:29:00,23895.11,23902.61,23894.21,23902.09,90463
2025-09-02 09:30:00,23900.17,23919.47,23899.39,23919.11,278686
2025-09-02 09:31:00,23917.73,23924.77,23916.7,23924.23,292909
2025-09-02 09:32:00,23924.93,23929.15,23903.72,23905.13,97835
2025-09-02 09:33:00,23903.61,23908.19,23861.66,23868.03,372532
2025-09-02 09:34:00,23871.36,23871.46,23869.37,23870.29,162547
2025-09-02 09:35:00,23872.25,23872.5,23866.44,23867.21,161864
2025-09-02 09:36:00,23868.75,23869.11,23849.81,23852.89,155032
2025-09-02 09:37:00,23852.66,23853.78,23827.27,23827.93,207586
2025-09-02 09:38:00,23830.82,23832.72,23815.66,23817.19,116906
2025-09-02 09:39:00,23816.78,23816.81,23814.1,23814.41,195928
2025-09-02 09:40:00,23814.35,23825.32,23813.12,23824.27,127194
2025-09-02 09:41:00,23824.59,23828.0,23824.48,23827.12,76454
2025-09-02 09:42:00,23828.45,23864.04,23824.7,23850.86,177995
2025-09-02 09:43:00,23852.07,23852.77,23832.81,23835.68,275124
2025-09-02 09:44:00,23834.78,23851.71,23834.46,23848.73,304188
2025-09-02 09:45:00,23847.71,23849.6,23846.84,23849.49,173068
2025-09-02 09:46:00,23850.71,23860.21,23850.18,23859.8,163598
2025-09-02 09:47:00,23861.16,23863.0,23853.4,23853.44,311988
2025-09-02 09:48:00,23852.69,23870.3,23850.56,23869.3,277980
2025-09-02 09:49:00,23866.27,23873.91,23865.76,23873.72,326278
2025-09-02 09:50:00,23873.33,23874.53,23861.77,23863.78,349952
2025-09-02 09:51:00,23864.97,23865.16,23863.64,23863.68,322793
2025-09-02 09:52:00,23867.12,23867.6,23859.13,23860.22,359675
2025-09-02 09:53:00,23857.93,23869.04,23856.36,23867.5,193333
2025-09-02 09:54:00,23866.68,23869.43,23848.65,23850.19,186294
2025-09-02 09:55:00,23849.45,23849.99,23849.2,23849.83,162894
2025-09-02 09:56:00,23852.42,23856.5,23851.81,23855.73,135271
2025-09-02 09:57:00,23855.66,23856.39,23854.91,23856.28,299622
2025-09-02 09:58:00,23854.55,23876.83,23854.0,23876.2,288624
2025-09-02 09:59:00,23877.27,23890.31,23876.83,23887.69,316444
2025-09-02 10:00:00,23886.92,23888.43,23886.86,23887.65,113565
2025-09-02 10:01:00,23885.31,23891.42,23883.23,23890.92,217202
2025-09-02 10:02:00,23889.21,23896.11,23888.75,23895.35,131026
2025-09-02 10:03:00,23898.67,23901.54,23897.91,23901.38,345769
2025-09-02 10:04:00,23902.11,23902.86,23874.04,23874.52,145571
2025-09-02 10:05:00,23874.73,23875.38,23869.44,23870.15,106050
2025-09-02 10:06:00,23869.67,23871.56,23846.71,23848.35,242356
2025-09-02 10:07:00,23848.91,23870.68,23844.04,23867.25,341302
2025-09-02 10:08:00,23867.79,23867.82,23865.98,23866.43,353033
2025-09-02 10:09:00,23866.99,23867.18,23863.33,23863.65,90750
2025-09-02 10:10:00,23863.87,23877.17,23863.17,23876.94,164285
2025-09-02 10:11:00,23878.6,23884.06,23878.14,23883.24,109128
2025-09-02 10:12:00,23883.29,23885.61,23866.18,23866.68,158517
2025-09-02 10:13:00,23864.81,23865.95,23864.77,23865.7,230828
2025-09-02 10:14:00,23864.53,23865.81,23860.53,23860.84,149782
2025-09-02 10:15:00,23857.06,23860.39,23830.28,23835.22,81605
2025-09-02 10:16:00,23839.09,23840.81,23822.8,23825.14,223209
2025-09-02 10:17:00,23826.78,23827.62,23821.6,23822.51,76898
2025-09-02 10:18:00,23820.93,23821.01,23820.78,23820.89,132542
2025-09-02 10:19:00,23820.35,23823.46,23796.83,23799.17,60165
2025-09-02 10:20:00,23797.96,23821.83,23796.27,23816.17,87782
2025-09-02 10:21:00,23819.11,23819.25,23814.33,23814.74,199621
2025-09-02 10:22:00,23812.04,23815.65,23810.58,23815.37,332228
2025-09-02 10:23:00,23815.59,23821.94,23814.49,23821.33,307879
2025-09-02 10:24:00,23821.12,23821.78,23807.98,23809.82,91625
2025-09-02 10:25:00,23811.39,23817.47,23811.21,23816.6,71148
2025-09-02 10:26:00,23816.4,23816.5,23809.64,23811.27,168187
2025-09-02 10:27:00,23807.92,23808.22,23796.94,23798.17,268722
2025-09-02 10:28:00,23797.69,23806.82,23797.33,23806.66,298954
2025-09-02 10:29:00,23804.81,23828.68,23800.96,23828.67,323400
2025-09-02 10:30:00,23828.82,23841.14,23828.8,23839.41,169505
2025-09-02 10:31:00,23842.15,23854.89,23841.6,23853.07,113760
2025-09-02 10:32:00,23849.75,23849.94,23845.11,23845.48,68431
2025-09-02 10:33:00,23843.95,23845.25,23821.14,23822.04,106996
2025-09-02 10:34:00,23820.99,23846.83,23817.42,23844.04,80851
2025-09-02 10:35:00,23843.31,23876.52,23837.29,23874.38,335456
2025-09-02 10:36:00,23875.79,23897.77,23874.8,23897.2,145892
2025-09-02 10:37:00,23896.87,23897.92,23892.12,23892.32,323399
2025-09-02 10:38:00,23893.11,23897.61,23874.79,23875.36,237010
2025-09-02 10:39:00,23874.17,23875.47,23858.67,23859.73,232461
2025-09-02 10:40:00,23860.17,23862.14,23834.81,23835.01,205533
2025-09-02 10:41:00,23836.5,23836.82,23833.5,23833.51,322143
2025-09-02 10:42:00,23832.11,23861.05,23827.6,23857.22,73903
2025-09-02 10:43:00,23858.71,23859.14,23854.4,23855.2,89681
2025-09-02 10:44:00,23855.3,23860.03,23854.3,23859.73,195484
2025-09-02 10:45:00,23861.72,23881.05,23861.7,23880.07,186234
2025-09-02 10:46:00,23879.69,23881.47,23873.62,23874.19,234590
2025-09-02 10:47:00,23874.92,23908.93,23873.55,23904.28,296095
2025-09-02 10:48:00,23904.21,23938.32,23902.42,23933.77,248014
2025-09-02 10:49:00,23933.59,23934.17,23931.57,23931.91,142384
2025-09-02 10:50:00,23932.4,23933.75,23923.3,23923.45,164733
2025-09-02 10:51:00,23924.48,23935.54,23921.79,23933.82,300745
2025-09-02 10:52:00,23931.43,23931.98,23928.28,23928.76,124469
2025-09-02 10:53:00,23931.5,23935.46,23909.09,23911.75,221337
2025-09-02 10:54:00,23908.19,23932.6,23898.92,23930.75,232413
2025-09-02 10:55:00,23929.44,23952.43,23925.99,23948.8,300085
2025-09-02 10:56:00,23948.62,23951.39,23948.36,23951.17,288593
2025-09-02 10:57:00,23951.96,23952.65,23928.75,23932.57,208697
2025-09-02 10:58:00,23935.59,23936.44,23913.86,23914.49,158932
2025-09-02 10:59:00,23910.93,23916.34,23909.32,23916.14,177729
2025-09-02 11:00:00,23915.17,23915.96,23908.42,23908.83,191708
2025-09-02 11:01:00,23904.77,23905.11,23903.23,23903.87,130140
2025-09-02 11:02:00,23903.93,23920.48,23901.84,23919.03,260130
2025-09-02 11:03:00,23919.55,23930.18,23918.52,23929.93,126681
2025-09-02 11:04:00,23932.98,23952.17,23932.75,23950.38,267576
2025-09-02 11:05:00,23950.61,23952.03,23934.62,23935.8,300477
2025-09-02 11:06:00,23937.8,23938.4,23929.94,23930.8,367788
2025-09-02 11:07:00,23931.92,23943.0,23930.46,23942.09,98051
2025-09-02 11:08:00,23941.26,23949.76,23939.91,23948.79,303114
2025-09-02 11:09:00,23946.09,23973.0,23942.68,23971.53,87514
