timestamp,open,high,low,close,volume
2025-08-28 09:15:00,23790.0,23810.46,23788.83,23807.97,143311
2025-08-28 09:16:00,23807.61,23810.25,23786.89,23789.21,133285
2025-08-28 09:17:00,23791.34,23796.97,23790.96,23796.57,163196
2025-08-28 09:18:00,23798.99,23800.55,23778.41,23778.54,251188
2025-08-28 09:19:00,23778.22,23778.67,23758.02,23761.4,137594
2025-08-28 09:20:00,23763.49,23765.07,23748.34,23751.75,352535
2025-08-28 09:21:00,23752.43,23754.17,23737.24,23737.29,213556
2025-08-28 09:22:00,23737.41,23737.75,23728.13,23728.92,336247
2025-08-28 09:23:00,23730.65,23730.92,23725.58,23725.72,278642
2025-08-28 09:24:00,23725.86,23742.53,23723.32,23738.77,166672
2025-08-28 09:25:00,23742.67,23745.81,23733.81,23733.91,133040
2025-08-28 09:26:00,23731.18,23732.3,23708.92,23709.52,298062
2025-08-28 09:27:00,23708.54,23728.62,23706.88,23727.24,165835
2025-08-28 09:28:00,23727.0,23730.89,23714.22,23714.41,138997
2025-08-28 09:29:00,23715.24,23715.32,23713.41,23713.61,357723
2025-08-28 09:30:00,23716.02,23721.18,23715.66,23720.61,214441
2025-08-28 09:31:00,23720.57,23723.9,23720.24,23723.8,75542
2025-08-28 09:32:00,23721.1,23741.7,23719.3,23740.82,218325
2025-08-28 09:33:00,23742.42,23749.81,23741.95,23748.33,207446
2025-08-28 09:34:00,23749.77,23754.43,23732.15,23735.12,336469
2025-08-28 09:35:00,23731.44,23771.25,23713.32,23768.93,287698
2025-08-28 09:36:00,23768.92,23773.11,23768.72,23772.04,121234
2025-08-28 09:37:00,23769.02,23770.01,23769.0,23769.87,108145
2025-08-28 09:38:00,23768.61,23788.94,23764.5,23784.9,253150
2025-08-28 09:39:00,23783.18,23789.41,23782.92,23788.87,75159
2025-08-28 09:40:00,23790.41,23795.19,23790.07,23795.17,162085
2025-08-28 09:41:00,23795.39,23834.12,23791.98,23833.92,104225
2025-08-28 09:42:00,23831.47,23832.58,23828.43,23829.76,66579
2025-08-28 09:43:00,23831.44,23832.58,23823.6,23824.94,354023
2025-08-28 09:44:00,23822.2,23827.62,23821.69,23826.85,88742
2025-08-28 09:45:00,23827.48,23845.58,23825.82,23843.59,62963
2025-08-28 09:46:00,23842.04,23844.88,23817.9,23820.32,358525
2025-08-28 09:47:00,23819.62,23821.06,23786.05,23789.95,120263
2025-08-28 09:48:00,23790.91,23792.14,23779.98,23780.96,321298
2025-08-28 09:49:00,23781.95,23782.6,23754.26,23755.78,70010
2025-08-28 09:50:00,23758.32,23759.94,23746.51,23749.31,109137
2025-08-28 09:51:00,23749.16,23757.2,23747.75,23757.19,95401
2025-08-28 09:52:00,23757.77,23757.9,23741.86,23743.52,286004
2025-08-28 09:53:00,23742.69,23743.53,23718.87,23721.57,258447
2025-08-28 09:54:00,23721.92,23723.09,23721.72,23722.75,212160
2025-08-28 09:55:00,23723.59,23736.98,23723.07,23736.19,137324
2025-08-28 09:56:00,23736.0,23739.79,23709.88,23710.11,88435
