timestamp,open,high,low,close,volume
2025-08-26 09:15:00,24220.0,24223.77,24219.47,24223.67,367615
2025-08-26 09:16:00,24227.18,24230.38,24211.78,24212.25,107290
2025-08-26 09:17:00,24208.99,24222.73,24143.99,24146.86,87602
2025-08-26 09:18:00,24144.88,24147.61,24108.69,24113.8,359560
2025-08-26 09:19:00,24113.26,24114.19,24092.01,24094.49,237604
2025-08-26 09:20:00,24092.63,24155.89,24078.27,24145.89,200129
2025-08-26 09:21:00,24146.86,24157.03,24145.81,24156.39,295997
2025-08-26 09:22:00,24154.98,24159.79,24097.23,24108.72,182662
2025-08-26 09:23:00,24112.9,24118.27,24112.75,24117.04,100934
2025-08-26 09:24:00,24119.34,24120.22,24062.94,24062.96,293499
2025-08-26 09:25:00,24063.37,24097.59,24059.16,24089.57,116319
2025-08-26 09:26:00,24091.55,24092.51,24064.13,24068.52,236957
2025-08-26 09:27:00,24070.65,24070.69,24058.86,24059.06,363701
2025-08-26 09:28:00,24057.97,24094.82,24055.92,24093.12,359564
2025-08-26 09:29:00,24091.55,24091.62,24046.68,24047.06,175450
2025-08-26 09:30:00,24047.21,24053.24,23995.21,23997.72,309696
2025-08-26 09:31:00,23999.38,24002.59,23969.83,23973.32,256056
2025-08-26 09:32:00,23973.58,23999.32,23973.57,23998.47,213398
2025-08-26 09:33:00,23995.44,23995.58,23940.87,23945.51,104776
2025-08-26 09:34:00,23943.97,23957.32,23830.31,23852.73,180435
2025-08-26 09:35:00,23852.59,23856.52,23831.35,23832.5,268613
2025-08-26 09:36:00,23832.35,23843.75,23831.87,23842.72,375722
2025-08-26 09:37:00,23846.48,23874.83,23840.52,23872.66,61564
2025-08-26 09:38:00,23870.01,23872.72,23844.95,23852.04,289683
2025-08-26 09:39:00,23853.01,23854.5,23831.85,23833.01,330827
2025-08-26 09:40:00,23835.85,23864.55,23835.49,23861.53,364382
2025-08-26 09:41:00,23865.87,23873.58,23793.02,23798.25,195617
2025-08-26 09:42:00,23797.48,23802.13,23779.31,23779.95,97913
2025-08-26 09:43:00,23780.89,23781.12,23779.17,23779.21,146709
2025-08-26 09:44:00,23780.29,23787.95,23779.27,23786.3,332170
2025-08-26 09:45:00,23786.67,23790.78,23764.05,23764.34,340939
2025-08-26 09:46:00,23764.15,23765.8,23758.28,23758.87,263863
2025-08-26 09:47:00,23759.7,23760.77,23664.94,23677.19,99276
2025-08-26 09:48:00,23672.4,23672.88,23650.16,23650.87,99014
2025-08-26 09:49:00,23652.16,23658.34,23651.69,23658.05,213015
2025-08-26 09:50:00,23658.29,23663.96,23619.39,23621.99,248242
2025-08-26 09:51:00,23621.57,23622.32,23616.88,23617.29,70361
2025-08-26 09:52:00,23621.16,23624.5,23621.12,23624.27,279550
2025-08-26 09:53:00,23622.99,23624.27,23607.46,23607.49,234243
2025-08-26 09:54:00,23606.73,23606.89,23605.91,23606.15,63936
2025-08-26 09:55:00,23609.91,23615.11,23569.18,23570.76,90616
2025-08-26 09:56:00,23569.19,23569.49,23555.04,23558.1,205381
2025-08-26 09:57:00,23557.06,23572.48,23556.22,23569.96,291227
2025-08-26 09:58:00,23569.68,23569.97,23567.81,23568.21,324127
2025-08-26 09:59:00,23569.8,23571.38,23543.01,23544.16,198016
2025-08-26 10:00:00,23544.55,23544.68,23544.31,23544.43,154514
2025-08-26 10:01:00,23541.99,23560.04,23539.42,23559.42,369859
2025-08-26 10:02:00,23558.41,23558.49,23484.39,23491.54,206735
2025-08-26 10:03:00,23490.39,23521.24,23483.59,23519.8,160924
2025-08-26 10:04:00,23519.66,23520.06,23502.89,23503.29,201540
2025-08-26 10:05:00,23504.09,23509.76,23503.69,23509.59,63869
2025-08-26 10:06:00,23510.37,23543.29,23506.22,23539.02,156616
2025-08-26 10:07:00,23535.67,23542.41,23490.32,23491.49,224977
2025-08-26 10:08:00,23493.49,23499.66,23461.65,23463.84,353901
2025-08-26 10:09:00,23464.31,23468.04,23448.76,23448.79,296232
2025-08-26 10:10:00,23451.38,23457.3,23417.48,23418.97,310014
2025-08-26 10:11:00,23419.8,23465.42,23407.68,23464.35,234368
2025-08-26 10:12:00,23466.42,23470.98,23430.58,23432.34,95388
2025-08-26 10:13:00,23433.21,23435.05,23408.35,23409.34,185096
2025-08-26 10:14:00,23411.86,23411.88,23408.77,23409.02,379051
2025-08-26 10:15:00,23410.0,23422.76,23361.31,23366.8,74134
2025-08-26 10:16:00,23366.62,23368.38,23347.05,23348.62,341344
2025-08-26 10:17:00,23352.87,23353.27,23351.43,23351.67,279038
2025-08-26 10:18:00,23353.33,23356.01,23334.41,23335.37,150850
2025-08-26 10:19:00,23336.45,23337.09,23322.6,23326.21,308956
2025-08-26 10:20:00,23323.82,23326.36,23301.98,23304.1,327806
2025-08-26 10:21:00,23301.69,23302.41,23249.75,23252.81,73830
2025-08-26 10:22:00,23253.35,23256.59,23253.32,23255.96,94054
2025-08-26 10:23:00,23256.23,23313.83,23253.54,23301.62,273039
2025-08-26 10:24:00,23300.48,23300.75,23295.6,23295.79,379713
2025-08-26 10:25:00,23296.05,23296.15,23295.41,23296.09,67669
2025-08-26 10:26:00,23299.05,23310.93,23294.97,23310.27,273019
2025-08-26 10:27:00,23311.56,23319.61,23250.0,23266.23,103687
2025-08-26 10:28:00,23264.1,23313.13,23260.66,23310.35,268040
2025-08-26 10:29:00,23310.15,23310.28,23309.43,23309.97,259460
2025-08-26 10:30:00,23308.47,23352.37,23298.23,23352.08,88941
2025-08-26 10:31:00,23351.36,23352.11,23311.5,23323.89,277832
2025-08-26 10:32:00,23323.12,23376.44,23318.97,23371.57,347050
2025-08-26 10:33:00,23370.68,23391.34,23370.03,23388.25,336301
2025-08-26 10:34:00,23385.9,23400.51,23383.87,23398.32,69279
2025-08-26 10:35:00,23398.08,23399.13,23397.59,23398.88,138693
2025-08-26 10:36:00,23397.83,23400.1,23383.21,23385.07,137064
2025-08-26 10:37:00,23379.59,23416.96,23379.01,23414.44,205053
2025-08-26 10:38:00,23418.29,23418.47,23411.64,23412.21,333390
2025-08-26 10:39:00,23414.25,23419.56,23342.25,23347.22,308565
2025-08-26 10:40:00,23346.52,23352.56,23290.98,23307.63,318671
2025-08-26 10:41:00,23307.66,23310.21,23294.19,23295.73,123425
2025-08-26 10:42:00,23293.54,23299.27,23292.7,23298.54,64663
2025-08-26 10:43:00,23301.71,23302.37,23290.05,23290.48,351404
2025-08-26 10:44:00,23294.02,23728.23,23264.46,23660.24,152450
2025-08-26 10:45:00,23660.53,23663.62,23599.91,23606.39,270006
2025-08-26 10:46:00,23608.32,23609.04,23607.39,23608.56,351019
2025-08-26 10:47:00,23608.89,23609.92,23586.45,23586.6,71572
2025-08-26 10:48:00,23584.08,23597.47,23583.05,23596.34,61751
2025-08-26 10:49:00,23595.57,23595.94,23594.64,23595.58,61737
2025-08-26 10:50:00,23595.83,23601.93,23595.45,23601.15,110024
2025-08-26 10:51:00,23600.29,23602.21,23590.47,23590.93,76530
2025-08-26 10:52:00,23590.51,23611.06,23586.04,23607.06,322393
2025-08-26 10:53:00,23606.89,23621.95,23602.08,23620.28,253896
2025-08-26 10:54:00,23620.13,23629.14,23619.15,23627.87,373614
2025-08-26 10:55:00,23627.97,23628.2,23626.68,23626.68,316474
2025-08-26 10:56:00,23624.67,23634.44,23622.99,23634.22,368220
2025-08-26 10:57:00,23632.87,23634.36,23624.49,23625.92,136336
2025-08-26 10:58:00,23623.49,23637.91,23622.45,23636.86,152095
2025-08-26 10:59:00,23638.71,23658.99,23633.41,23657.59,331810
2025-08-26 11:00:00,23653.6,23674.61,23652.5,23671.19,138362
2025-08-26 11:01:00,23673.38,23675.17,23662.15,23662.6,78314
2025-08-26 11:02:00,23665.22,23667.64,23665.22,23667.46,274121
2025-08-26 11:03:00,23666.89,23667.23,23648.39,23651.92,316308
2025-08-26 11:04:00,23646.99,23661.97,23644.47,23659.38,369822
2025-08-26 11:05:00,23658.69,23665.93,23658.08,23665.34,356894
2025-08-26 11:06:00,23665.22,23667.66,23640.99,23642.69,98473
2025-08-26 11:07:00,23640.78,23641.13,23625.97,23628.78,307074
2025-08-26 11:08:00,23627.81,23628.04,23625.11,23625.7,330760
2025-08-26 11:09:00,23628.59,23629.33,23621.06,23622.4,283398
2025-08-26 11:10:00,23623.65,23623.67,23607.1,23607.92,322335
2025-08-26 11:11:00,23606.17,23613.33,23604.66,23613.1,328153
2025-08-26 11:12:00,23610.09,23616.96,23610.01,23616.6,202896
2025-08-26 11:13:00,23615.98,23616.35,23613.69,23614.61,72848
2025-08-26 11:14:00,23614.21,23614.62,23604.58,23605.72,205982
2025-08-26 11:15:00,23606.65,23622.09,23605.56,23619.02,124570
2025-08-26 11:16:00,23618.01,23640.27,23615.73,23639.81,96393
2025-08-26 11:17:00,23640.78,23641.75,23634.23,23634.26,99975
2025-08-26 11:18:00,23637.91,23640.17,23624.62,23627.12,283159
2025-08-26 11:19:00,23628.66,23633.69,23628.54,23633.57,221449
2025-08-26 11:20:00,23633.48,23634.12,23628.27,23629.56,232748
2025-08-26 11:21:00,23629.22,23629.96,23628.0,23628.25,298460
2025-08-26 11:22:00,23627.58,23638.89,23627.49,23637.76,235445
2025-08-26 11:23:00,23640.0,23644.53,23610.57,23614.66,261603
2025-08-26 11:24:00,23613.47,23633.83,23612.91,23631.29,87527
2025-08-26 11:25:00,23631.37,23632.71,23631.27,23632.59,332361
2025-08-26 11:26:00,23632.68,23633.78,23627.14,23627.92,203609
2025-08-26 11:27:00,23626.97,23627.32,23626.86,23627.22,109668
2025-08-26 11:28:00,23624.63,23627.32,23624.11,23627.16,320265
2025-08-26 11:29:00,23627.77,23628.34,23603.56,23606.26,295078
2025-08-26 11:30:00,23606.14,23630.29,23602.1,23625.06,76968
2025-08-26 11:31:00,23626.01,23626.45,23625.93,23625.97,121773
2025-08-26 11:32:00,23624.96,23631.9,23624.05,23631.83,65039
2025-08-26 11:33:00,23634.14,23644.74,23632.67,23643.95,146642
2025-08-26 11:34:00,23642.3,23645.76,23631.32,23631.78,91993
2025-08-26 11:35:00,23635.01,23638.09,23634.63,23638.01,287169
2025-08-26 11:36:00,23634.71,23635.19,23634.56,23635.12,227217
