timestamp,strike,side,open,high,low,close,volume,oi,iv
2025-08-26 09:00:00,23500,CE,1238.91,1246.88,1223.0,1230.1,0,20550,0.2003
2025-08-26 09:00:00,23500,PE,529.3,524.49,519.64,524.25,0,19790,0.2006
2025-08-26 09:00:00,23550,CE,1210.59,1215.21,1198.19,1205.57,0,22695,0.2011
2025-08-26 09:00:00,23550,PE,511.48,517.77,507.64,511.13,0,21992,0.2005
2025-08-26 09:00:00,23600,CE,1151.99,1174.88,1146.63,1165.64,0,22011,0.197
2025-08-26 09:00:00,23600,PE,536.8,542.01,533.76,533.92,0,20886,0.1994
2025-08-26 09:00:00,23650,CE,1114.06,1131.29,1121.72,1125.53,0,21552,0.2026
2025-08-26 09:00:00,23650,PE,521.79,523.27,515.11,520.64,0,23349,0.2009
2025-08-26 09:00:00,23700,CE,1001.67,1014.46,999.48,1011.66,0,22923,0.1987
2025-08-26 09:00:00,23700,PE,543.16,538.97,536.47,537.31,0,23706,0.1997
2025-08-26 09:00:00,23750,CE,1003.96,999.25,979.05,994.55,0,26570,0.1995
2025-08-26 09:00:00,23750,PE,508.41,512.63,505.25,506.04,0,23895,0.2013
2025-08-26 09:00:00,23800,CE,964.79,964.43,959.72,961.01,0,29347,0.203
2025-08-26 09:00:00,23800,PE,525.43,533.76,515.88,527.08,0,27139,0.1976
2025-08-26 09:00:00,23850,CE,904.18,908.33,900.33,901.52,0,30611,0.2004
2025-08-26 09:00:00,23850,PE,541.1,545.46,534.91,541.91,0,27820,0.1988
2025-08-26 09:00:00,23900,CE,871.94,867.13,865.46,866.64,0,30950,0.2
2025-08-26 09:00:00,23900,PE,562.7,575.55,559.16,562.6,0,32942,0.2033
2025-08-26 09:00:00,23950,CE,832.71,837.18,821.2,829.63,0,33902,0.1989
2025-08-26 09:00:00,23950,PE,485.12,489.63,476.74,482.15,0,34607,0.1973
2025-08-26 09:00:00,24000,CE,716.75,728.89,719.74,722.89,0,36734,0.2025
2025-08-26 09:00:00,24000,PE,507.48,513.0,505.72,507.96,0,36952,0.2023
2025-08-26 09:00:00,24050,CE,737.39,731.85,720.35,729.23,0,38519,0.2008
2025-08-26 09:00:00,24050,PE,500.93,500.57,492.95,498.74,0,38875,0.1995
2025-08-26 09:00:00,24100,CE,634.83,635.59,629.23,634.36,0,40898,0.1992
2025-08-26 09:00:00,24100,PE,519.28,530.06,523.03,529.04,0,41737,0.1976
2025-08-26 09:00:00,24150,CE,580.22,583.02,573.36,578.16,0,45347,0.1926
2025-08-26 09:00:00,24150,PE,547.24,549.4,547.53,548.71,0,46386,0.2005
2025-08-26 09:00:00,24200,CE,529.58,525.18,520.47,523.83,0,53383,0.2008
2025-08-26 09:00:00,24200,PE,542.35,545.86,540.04,540.29,0,51297,0.1991
2025-08-26 09:00:00,24250,CE,522.46,527.84,517.37,521.99,0,51219,0.201
2025-08-26 09:00:00,24250,PE,542.58,537.96,527.15,535.6,0,51512,0.1966
2025-08-26 09:00:00,24300,CE,500.86,509.96,503.53,504.01,0,44795,0.1974
