timestamp,strike,side,open,high,low,close,volume,oi,iv
2025-08-27 09:00:00,23500,CE,345.71,341.5,338.99,340.23,0,34651,0.1789
2025-08-27 09:00:00,23500,PE,81.47,81.94,80.0,80.77,0,32803,0.1795
2025-08-27 09:00:00,23550,CE,293.27,297.03,292.76,294.58,0,34805,0.1782
2025-08-27 09:00:00,23550,PE,83.16,83.48,82.79,82.92,0,37418,0.1776
2025-08-27 09:00:00,23600,CE,241.54,242.94,239.64,242.56,0,39811,0.1807
2025-08-27 09:00:00,23600,PE,85.27,86.52,84.37,84.66,0,40248,0.1733
2025-08-27 09:00:00,23650,CE,190.25,192.95,188.64,190.57,0,45277,0.1785
2025-08-27 09:00:00,23650,PE,82.39,82.82,82.02,82.39,0,43659,0.1793
2025-08-27 09:00:00,23700,CE,144.5,144.17,142.1,143.36,0,49441,0.1754
2025-08-27 09:00:00,23700,PE,84.43,83.97,82.29,82.68,0,48057,0.1766
2025-08-27 09:00:00,23750,CE,91.54,91.61,91.1,91.19,0,53106,0.177
2025-08-27 09:00:00,23750,PE,86.59,88.31,87.42,87.79,0,53266,0.1798
2025-08-27 09:00:00,23800,CE,81.33,80.94,79.47,80.82,0,49561,0.1762
2025-08-27 09:00:00,23800,PE,123.41,127.24,122.4,125.08,0,51728,0.1756
2025-08-27 09:00:00,23850,CE,83.09,84.18,83.38,83.66,0,45275,0.1794
2025-08-27 09:00:00,23850,PE,175.11,179.02,172.95,175.26,0,46959,0.1777
2025-08-27 09:00:00,23900,CE,81.25,81.59,80.8,81.05,0,40172,0.1753
2025-08-27 09:00:00,23900,PE,222.68,227.39,221.13,223.15,0,42224,0.1806
2025-08-27 09:00:00,23950,CE,80.83,85.04,80.33,81.77,0,36235,0.1705
2025-08-27 09:00:00,23950,PE,276.35,279.14,276.71,277.08,0,36926,0.1771
2025-08-27 09:00:00,24000,CE,85.88,85.14,83.46,84.91,0,33031,0.1766
2025-08-27 09:00:00,24000,PE,318.53,324.94,321.83,322.46,0,36553,0.1751
2025-08-27 09:00:00,24050,CE,81.79,84.25,82.65,82.97,0,31622,0.1761
2025-08-27 09:00:00,24050,PE,368.32,371.99,369.53,371.58,0,33705,0.1749
2025-08-27 09:00:00,24100,CE,81.45,81.81,80.75,81.06,0,29988,0.1767
2025-08-27 09:00:00,24100,PE,414.6,433.45,421.58,425.01,0,28782,0.1797
2025-08-27 09:00:00,24150,CE,87.74,88.09,85.57,87.28,0,27783,0.1769
2025-08-27 09:00:00,24150,PE,478.56,479.94,476.35,478.02,0,27775,0.1777
2025-08-27 09:00:00,24200,CE,83.72,85.35,84.34,84.55,0,26785,0.181
2025-08-27 09:00:00,24200,PE,530.89,539.28,527.84,530.78,0,26060,0.1772
2025-08-27 09:00:00,24250,CE,87.32,89.35,85.56,86.73,0,25979,0.1744
2025-08-27 09:00:00,24250,PE,573.99,575.92,565.65,570.72,0,26195,0.1763
2025-08-27 09:00:00,24300,CE,81.53,83.08,82.49,82.55,0,22575,0.1795
2025-08-27 09:00:00,24300,PE,621.03,630.94,622.78,625.51,0,24049,0.1774
2025-08-27 09:00:00,24350,CE,74.45,75.1,74.53,74.74,0,23078,0.1759
2025-08-27 09:00:00,24350,PE,682.44,681.0,677.1,677.5,0,21831,0.1802
2025-08-27 09:00:00,24400,CE,82.47,83.44,82.48,82.92,0,22774,0.1798
2025-08-27 09:00:00,24400,PE,724.04,733.86,712.85,721.48,0,20610,0.1742
2025-08-27 09:00:00,24450,CE,87.61,87.88,86.34,87.21,0,22193,0.1803
2025-08-27 09:00:00,24450,PE,778.71,780.07,769.64,775.1,0,20537,0.1726
2025-08-27 09:00:00,24500,CE,87.82,88.77,87.09,87.17,0,19276,0.1768
2025-08-27 09:00:00,24500,PE,825.96,833.09,822.78,823.91,0,20475,0.1776
2025-08-27 09:00:00,24550,CE,94.23,93.69,92.98,93.07,0,19469,0.1802
2025-08-27 09:00:00,24550,PE,872.97,880.69,876.04,876.94,0,19025,0.1789
2025-08-27 09:00:00,24600,CE,87.44,87.75,85.51,86.37,0,18982,0.1791
2025-08-27 09:00:00,24600,PE,926.18,933.12,914.37,931.65,0,17280,0.1776
2025-08-27 09:00:00,24650,CE,84.85,85.41,84.06,84.36,0,18773,0.1769
2025-08-27 09:00:00,24650,PE,972.88,978.14,959.02,976.17,0,18017,0.1795
2025-08-27 09:00:00,24700,CE,87.11,87.78,87.23,87.33,0,15742,0.179
2025-08-27 09:00:00,24700,PE,999.65,1032.39,1013.33,1018.29,0,18886,0.1746
2025-08-27 09:00:00,24750,CE,84.79,88.37,84.75,85.48,0,17752,0.1755
2025-08-27 09:00:00,24750,PE,1077.75,1080.44,1058.2,1074.76,0,14997,0.1807
2025-08-27 09:00:00,24800,CE,85.75,85.6,84.64,84.68,0,16870,0.1776
2025-08-27 09:00:00,24800,PE,1124.83,1144.6,1106.26,1126.91,0,15845,0.1771
2025-08-27 09:00:00,24850,CE,82.73,83.61,81.8,82.11,0,16288,0.1751
2025-08-27 09:00:00,24850,PE,1178.29,1181.38,1173.85,1176.0,0,14712,0.1804
2025-08-27 09:00:00,24900,CE,82.86,83.53,81.76,81.91,0,13698,0.173
2025-08-27 09:00:00,24900,PE,1227.87,1242.18,1208.49,1227.27,0,13594,0.1793
2025-08-27 09:05:00,23500,CE,341.82,340.5,335.77,339.53,0,32130,0.1762
2025-08-27 09:05:00,23500,PE,82.5,84.37,81.94,82.53,0,35367,0.1795
2025-08-27 09:05:00,23550,CE,297.76,298.53,294.21,295.85,0,35819,0.1797
2025-08-27 09:05:00,23550,PE,87.71,89.05,86.79,88.02,0,38400,0.1796
2025-08-27 09:05:00,23600,CE,246.3,247.68,244.03,244.66,0,38642,0.1782
2025-08-27 09:05:00,23600,PE,82.87,84.05,82.95,82.98,0,39139,0.1793
